label,CMID,CMName,long,lat
"""ETHNICITY""","""SM250838""","""Adja""",1.86,6.98
"""ETHNICITY""","""SM250839""","""Afrikaaner""",28,-16
"""ETHNICITY""","""SM250839""","""Afrikaaner""",28,-16
"""ETHNICITY""","""SM250839""","""Afrikaaner""",28,-16
"""ETHNICITY""","""SM250843""","""Antakarana""",49.36,-12.8
"""ETHNICITY""","""SM250844""","""Tambahoaka""",47.93,-21.18
"""ETHNICITY""","""SM250845""","""Antanosy""",47.04,-24.26
"""ETHNICITY""","""SM250846""","""Taimoro""",47.93,-21.87
"""ETHNICITY""","""SM250855""","""Banyang""",9,6
"""ETHNICITY""","""SM250855""","""Banyang""",9,6
"""ETHNICITY""","""SM250856""","""Belle""",-9.57,8.24
"""ETHNICITY""","""SM250858""","""Bezanozano""",48.43,-18.55
"""ETHNICITY""","""SM250859""","""Bitonga""",35.09,-22.65
"""ETHNICITY""","""SM250861""","""Bwile""",29.44,-7.69
"""ETHNICITY""","""SM250868""","""Dey""",-10.25,6.34
"""ETHNICITY""","""SM250869""","""Jakhanke""",-12.19,14.69
"""ETHNICITY""","""SM250871""","""Efik""",8,5
"""ETHNICITY""","""SM250871""","""Efik""",8,5
"""ETHNICITY""","""SM250871""","""Efik""",7.9,4.86
"""ETHNICITY""","""SM250876""","""Esan""",5.333,6.583
"""ETHNICITY""","""SM250876""","""Esan""",6.48,7.83
"""ETHNICITY""","""SM250879""","""Nigerian Fulfulde""",11,11
"""ETHNICITY""","""SM250879""","""Nigerian Fulfulde""",12,7
"""ETHNICITY""","""SM250879""","""Nigerian Fulfulde""",12,7
"""ETHNICITY""","""SM250881""","""German""",9.76,51.39
"""ETHNICITY""","""SM250881""","""German""",14,53
"""ETHNICITY""","""SM250887""","""Ika""",6.5,7.32
"""ETHNICITY""","""SM250891""","""Adhola""",34.18,0.9
"""ETHNICITY""","""SM250892""","""Kakwa""",31,4
"""ETHNICITY""","""SM250892""","""Kakwa""",31,4
"""ETHNICITY""","""SM250892""","""Kakwa""",31.03,3.43
"""ETHNICITY""","""SM250896""","""Kasem""",-1,11
"""ETHNICITY""","""SM250896""","""Kasem""",-1,11
"""ETHNICITY""","""SM250898""","""Kuria""",34.16,-1.33
"""ETHNICITY""","""SM250903""","""Kusaal""",0,11
"""ETHNICITY""","""SM250903""","""Kusaal""",0,11
"""ETHNICITY""","""SM250906""","""Luhya""",34.5,0.5
"""ETHNICITY""","""SM250906""","""Luhya""",34.6,0.4
"""ETHNICITY""","""SM250907""","""Mandingue""",-12,12
"""ETHNICITY""","""SM250908""","""Makoa""",43.81,-22.32
"""ETHNICITY""","""SM250916""","""Marati""",73.99,17.39
"""ETHNICITY""","""SM250916""","""Marati""",75.9,19.8
"""ETHNICITY""","""SM250919""","""Mbam""",12.25,4.13
"""ETHNICITY""","""SM250927""","""Jita""",33.75,-1.91
"""ETHNICITY""","""SM250930""","""Ndali""",33.28,-9.76
"""ETHNICITY""","""SM250932""","""Ndengereko""",38.69,-7.48
"""ETHNICITY""","""SM250933""","""Nyambo""",30.9,-1.06
"""ETHNICITY""","""SM251110""","""Sena Malawi""",34.96,-16.24
"""ETHNICITY""","""SM250939""","""Pangwa""",34.96,-10.1
"""ETHNICITY""","""SM250941""","""Swahili-East Africa""",39.4,-9.35
"""ETHNICITY""","""SM250942""","""Tongwe""",30.58,-5.41
"""ETHNICITY""","""SM250946""","""Baruuli""",32.28,1.24
"""ETHNICITY""","""SM250947""","""Nyole""",33.78,1.7
"""ETHNICITY""","""SM250948""","""Samia""",34.12,0.31
"""ETHNICITY""","""SM250958""","""Upila""",5.55,8.97
"""ETHNICITY""","""SM250961""","""Waci""",1.08,7.02
"""ETHNICITY""","""SM250964""","""Kupsabiny""",35,1
"""ETHNICITY""","""SM250964""","""Kupsabiny""",35,1
"""ETHNICITY""","""SM251105""","""Tswana""",27,-24
"""ETHNICITY""","""SM251105""","""Tswana""",27,-24
"""ETHNICITY""","""SM251105""","""Tswana""",27,-24
"""ETHNICITY""","""SM251105""","""Tswana""",20.83,-24.6
"""ETHNICITY""","""SM250970""","""Soli""",28.74,-16.21
"""ETHNICITY""","""SM250973""","""Tallensi""",-0.6665,10.625
"""ETHNICITY""","""SM250973""","""Tallensi""",-0.6665,10.625
"""ETHNICITY""","""SM250973""","""Tallensi""",-0.6665,10.625
"""ETHNICITY""","""SM250973""","""Tallensi""",-0.57,10.66
"""ETHNICITY""","""SM250973""","""Tallensi""",-1,11
"""ETHNICITY""","""SM250973""","""Tallensi""",-0.19,10.94
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",80.48,9.28
"""ETHNICITY""","""SM250974""","""Tamil""",79,11
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",79.2915,10.625
"""ETHNICITY""","""SM250974""","""Tamil""",78,11.1
"""ETHNICITY""","""SM250977""","""Telugu""",79,18
"""ETHNICITY""","""SM250977""","""Telugu""",79,18
"""ETHNICITY""","""SM250977""","""Telugu""",79,18
"""ETHNICITY""","""SM250977""","""Telugu""",79.6,15.9
"""ETHNICITY""","""SM250978""","""Teve""",31.32,-15.11
"""ETHNICITY""","""SM250979""","""Tharaka""",42.91,3.18
"""ETHNICITY""","""SM250981""","""Tonga (Nyasa)""",34,-12
"""ETHNICITY""","""SM250981""","""Tonga (Nyasa)""",34,-12
"""ETHNICITY""","""SM250988""","""Akan""",-4.26,6.33
"""ETHNICITY""","""SM250650""","""Lungu""",29.09,-6.89
"""ETHNICITY""","""SM250992""","""Grunshi""",-1.52,11.47
"""ETHNICITY""","""SM250347""","""Karanga""",32.71,-21.21
"""ETHNICITY""","""SM250999""","""Ngoni""",33,-12
"""ETHNICITY""","""SM250999""","""Ngoni""",33,-12
"""ETHNICITY""","""SM250999""","""Ngoni""",33,-12
"""ETHNICITY""","""SM250999""","""Ngoni""",33,-12
"""ETHNICITY""","""SM250999""","""Ngoni""",35.41,-11.53
"""ETHNICITY""","""SM251006""","""Shona""",31.64,-18.79
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251006""","""Shona""",31,-19
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",47.25,9
"""ETHNICITY""","""SM251007""","""Somalie""",48,8
"""ETHNICITY""","""SM251007""","""Somalie""",47,4.57
"""ETHNICITY""","""SM251009""","""Touareg""",6,23
"""ETHNICITY""","""SM251009""","""Touareg""",6,23
"""ETHNICITY""","""SM251009""","""Touareg""",6,23
"""ETHNICITY""","""SM251009""","""Touareg""",6,23
"""ETHNICITY""","""SM251009""","""Touareg""",6,23
"""ETHNICITY""","""SM251009""","""Touareg""",11.46,28.02
"""ETHNICITY""","""SM251010""","""Toubou""",15.21,21.33
"""ETHNICITY""","""SM251015""","""Arabe Choua""",14.5,12.5
"""ETHNICITY""","""SM251015""","""Arabe Choua""",15,13
"""ETHNICITY""","""SM251015""","""Arabe Choua""",13.83,12.19
"""ETHNICITY""","""SM251015""","""Arabe Choua""",15,13
"""ETHNICITY""","""SM251115""","""Hlubi""",27.42,-30.74
"""ETHNICITY""","""SM251019""","""Ben (Moba)""",1,11
"""ETHNICITY""","""SM251019""","""Ben (Moba)""",1,11
"""ETHNICITY""","""SM251024""","""Xitsonga""",32,-24
"""ETHNICITY""","""SM251024""","""Xitsonga""",32,-24
"""ETHNICITY""","""SM251024""","""Xitsonga""",32,-24
"""ETHNICITY""","""SM251024""","""Xitsonga""",32.33,-25.83
"""ETHNICITY""","""SM251024""","""Xitsonga""",32,-24
"""ETHNICITY""","""SM251024""","""Xitsonga""",34.36,-24.11
"""ETHNICITY""","""SM251026""","""Northern Dagara""",-3,11
"""ETHNICITY""","""SM251026""","""Northern Dagara""",-2.61,11.59
"""ETHNICITY""","""SM251027""","""Southern Dagara""",-1.79,9.96
"""ETHNICITY""","""SM251028""","""Adamawa Fulani (Cameroon, Chad, Sudan)""",13.5,9
"""ETHNICITY""","""SM251028""","""Adamawa Fulani (Cameroon, Chad, Sudan)""",13,8
"""ETHNICITY""","""SM251028""","""Adamawa Fulani (Cameroon, Chad, Sudan)""",13,8
"""ETHNICITY""","""SM251028""","""Adamawa Fulani (Cameroon, Chad, Sudan)""",12.47,7.06
"""ETHNICITY""","""SM251029""","""Gowa""",29.71,-16.21
"""ETHNICITY""","""SM251030""","""Gonja""",-0.69,9.54
"""ETHNICITY""","""SM251035""","""Igala""",7,7
"""ETHNICITY""","""SM251035""","""Igala""",7,7
"""ETHNICITY""","""SM251035""","""Igala""",7,7
"""ETHNICITY""","""SM251040""","""Mambwe""",31.54,-10.24
"""ETHNICITY""","""SM251040""","""Mambwe""",32,9
"""ETHNICITY""","""SM251040""","""Mambwe""",32,-9
"""ETHNICITY""","""SM251041""","""Chimanica""",34.25,-17.56
"""ETHNICITY""","""SM251044""","""Bafokeng""",26.68,-24.92
"""ETHNICITY""","""SM250402""","""Kwena""",27.12,-23.68
"""ETHNICITY""","""SM251046""","""Hurutshe""",28.33,-24.72
"""ETHNICITY""","""SM251047""","""Shekgalagari""",20.65,-25.63
"""ETHNICITY""","""SM251048""","""Kgatla""",28.94,-23.32
"""ETHNICITY""","""SM251056""","""Mossi""",-2,13
"""ETHNICITY""","""SM251056""","""Mossi""",-2,13
"""ETHNICITY""","""SM251056""","""Mossi""",-2,13
"""ETHNICITY""","""SM251056""","""Mossi""",-2,12
"""ETHNICITY""","""SM251056""","""Mossi""",-0.66,12.7
"""ETHNICITY""","""SM251062""","""Banyankole""",31,0
"""ETHNICITY""","""SM251062""","""Banyankole""",31,0
"""ETHNICITY""","""SM251062""","""Banyankole""",30.04,-0.24
"""ETHNICITY""","""SM251066""","""Ngumbo""",33.31,-14.79
"""ETHNICITY""","""SM251068""","""Nupe""",5.4165,9
"""ETHNICITY""","""SM251068""","""Nupe""",5.4165,9
"""ETHNICITY""","""SM251068""","""Nupe""",5.4165,9
"""ETHNICITY""","""SM251068""","""Nupe""",6,9
"""ETHNICITY""","""SM251068""","""Nupe""",5.79,11.33
"""ETHNICITY""","""SM251070""","""Sena Mozambiquean""",35,-18
"""ETHNICITY""","""SM251070""","""Sena Mozambiquean""",35,-18
"""ETHNICITY""","""SM251080""","""Kabye Togo""",1,10
"""ETHNICITY""","""SM251080""","""Kabye Togo""",1,10
"""ETHNICITY""","""SM251080""","""Kabye Togo""",2,10
"""ETHNICITY""","""SM251077""","""Batwa""",28.1,-1.19
"""ETHNICITY""","""SM251084""","""Morocco-Arab""",-8,33
"""ETHNICITY""","""SM251084""","""Morocco-Arab""",-8,33
"""ETHNICITY""","""SM251093""","""Ndebele South""",29.06,-25.26
"""ETHNICITY""","""SM251094""","""Mada Cameroon""",14.1,10.8
"""ETHNICITY""","""SM251100""","""Sahraoui""",-12.71,21.33
"""ETHNICITY""","""SM251103""","""Arusha""",35.63,-5.48
"""ETHNICITY""","""SM251104""","""Kaguru""",37,-6
"""ETHNICITY""","""SM251104""","""Kaguru""",37,-6
"""ETHNICITY""","""SM251104""","""Kaguru""",36.85,-6.45
"""ETHNICITY""","""SM250003""","""Ari""",37,6
"""ETHNICITY""","""SM250003""","""Ari""",37,6
"""ETHNICITY""","""SM250006""","""Abron""",-2,7.5
"""ETHNICITY""","""SM250006""","""Abron""",-2.15,7.53
"""ETHNICITY""","""SM250006""","""Abron""",-2.15,7.53
"""ETHNICITY""","""SM250007""","""Aboure""",-3.58,5.27
"""ETHNICITY""","""SM250007""","""Aboure""",-3.58,5.27
"""ETHNICITY""","""SM250008""","""Acholi""",33.27,3.77
"""ETHNICITY""","""SM250008""","""Acholi""",32,3
"""ETHNICITY""","""SM250008""","""Acholi""",32,3
"""ETHNICITY""","""SM250008""","""Acholi""",32,3
"""ETHNICITY""","""SM250010""","""Adangme""",0,6
"""ETHNICITY""","""SM250010""","""Adangme""",0,6
"""ETHNICITY""","""SM250010""","""Adangme""",-0.27,5.71
"""ETHNICITY""","""SM250014""","""Affar""",42,12
"""ETHNICITY""","""SM250014""","""Affar""",42,12
"""ETHNICITY""","""SM250014""","""Affar""",42,12
"""ETHNICITY""","""SM250014""","""Affar""",41.71,13.08
"""ETHNICITY""","""SM250017""","""Akyem""",-1.5,7
"""ETHNICITY""","""SM250017""","""Akyem""",-1.5,7
"""ETHNICITY""","""SM250017""","""Akyem""",-1,7
"""ETHNICITY""","""SM250017""","""Akyem""",-0.82,6.1
"""ETHNICITY""","""SM250018""","""Alago""",7.24,11.49
"""ETHNICITY""","""SM250019""","""Berabiche""",-5,20
"""ETHNICITY""","""SM250019""","""Berabiche""",-5,20
"""ETHNICITY""","""SM250019""","""Berabiche""",-5,20
"""ETHNICITY""","""SM250019""","""Berabiche""",-2.6,18.03
"""ETHNICITY""","""SM250026""","""Chaamba""",3,32
"""ETHNICITY""","""SM250026""","""Chaamba""",3,32
"""ETHNICITY""","""SM250026""","""Chaamba""",6.61,33.79
"""ETHNICITY""","""SM250027""","""Alladian""",-4.42,5.22
"""ETHNICITY""","""SM250027""","""Alladian""",-4.42,5.22
"""ETHNICITY""","""SM250028""","""Alur""",30.9,2.49
"""ETHNICITY""","""SM250028""","""Alur""",31,2
"""ETHNICITY""","""SM250028""","""Alur""",31,2
"""ETHNICITY""","""SM250029""","""Amarar""",36,20
"""ETHNICITY""","""SM250029""","""Amarar""",36,20
"""ETHNICITY""","""SM250029""","""Amarar""",35.83,20.22
"""ETHNICITY""","""SM250030""","""Baamba""",30,1
"""ETHNICITY""","""SM250030""","""Baamba""",30,1
"""ETHNICITY""","""SM250030""","""Baamba""",30.03,1.26
"""ETHNICITY""","""SM250031""","""Zimba""",33.18,-16.61
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37,13
"""ETHNICITY""","""SM250033""","""Amhara""",37.75,12.5
"""ETHNICITY""","""SM250033""","""Amhara""",38,13
"""ETHNICITY""","""SM250033""","""Amhara""",38.09,12.03
"""ETHNICITY""","""SM250036""","""Anyiwak""",34,8
"""ETHNICITY""","""SM250036""","""Anyiwak""",34,8
"""ETHNICITY""","""SM250037""","""Chakosi""",0.69,10.96
"""ETHNICITY""","""SM250038""","""Agni""",-4,7
"""ETHNICITY""","""SM250038""","""Agni""",-4,7
"""ETHNICITY""","""SM250038""","""Agni""",-3.44,6.58
"""ETHNICITY""","""SM250041""","""Arsi""",40,8
"""ETHNICITY""","""SM250041""","""Arsi""",40,8
"""ETHNICITY""","""SM250041""","""Arsi""",40,8
"""ETHNICITY""","""SM250041""","""Arsi""",40,8
"""ETHNICITY""","""SM250041""","""Arsi""",39.36,6.73
"""ETHNICITY""","""SM250042""","""Asante""",-1,6
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.5,7
"""ETHNICITY""","""SM250042""","""Asante""",-2,7
"""ETHNICITY""","""SM250042""","""Asante""",-1.31,6.54
"""ETHNICITY""","""SM250043""","""Pare""",38,-4.5
"""ETHNICITY""","""SM250043""","""Pare""",38,-4
"""ETHNICITY""","""SM250043""","""Pare""",38,-4
"""ETHNICITY""","""SM250043""","""Pare""",38.86,-2.67
"""ETHNICITY""","""SM250044""","""Akye""",-4,6
"""ETHNICITY""","""SM250044""","""Akye""",-4,6
"""ETHNICITY""","""SM250044""","""Akye""",-2.93,5.55
"""ETHNICITY""","""SM250045""","""Ushi""",28.26,-11.36
"""ETHNICITY""","""SM250048""","""Avikam Ou Brignan""",-5.25,5.15
"""ETHNICITY""","""SM250048""","""Avikam Ou Brignan""",-5.25,5.15
"""ETHNICITY""","""SM250049""","""Sanye""",42.67,0.11
"""ETHNICITY""","""SM250051""","""Bariba""",-1.92,10.62
"""ETHNICITY""","""SM250052""","""Bchama""",12,10
"""ETHNICITY""","""SM250052""","""Bchama""",12,10
"""ETHNICITY""","""SM250054""","""Bafia""",11,4.8
"""ETHNICITY""","""SM250054""","""Bafia""",11,5
"""ETHNICITY""","""SM250054""","""Bafia""",11,5
"""ETHNICITY""","""SM250054""","""Bafia""",11.45,4.39
"""ETHNICITY""","""SM250055""","""Bafut""",10,6
"""ETHNICITY""","""SM250055""","""Bafut""",10,6
"""ETHNICITY""","""SM250056""","""Baga""",-14,10
"""ETHNICITY""","""SM250056""","""Baga""",-14,10
"""ETHNICITY""","""SM250056""","""Baga""",-14.28,10.55
"""ETHNICITY""","""SM250057""","""Baguirmien""",17,11
"""ETHNICITY""","""SM250057""","""Baguirmien""",17,11
"""ETHNICITY""","""SM250058""","""Bainounk""",-16,12
"""ETHNICITY""","""SM250058""","""Bainounk""",-16,12
"""ETHNICITY""","""SM250059""","""Bajuni""",41,-2
"""ETHNICITY""","""SM250059""","""Bajuni""",41,-2
"""ETHNICITY""","""SM250061""","""Koko""",11,4
"""ETHNICITY""","""SM250061""","""Koko""",11,4
"""ETHNICITY""","""SM250062""","""Bakwe""",-7,5
"""ETHNICITY""","""SM250062""","""Bakwe""",-7,5
"""ETHNICITY""","""SM250062""","""Bakwe""",-6.22,6.41
"""ETHNICITY""","""SM250063""","""Balanta""",-16,12
"""ETHNICITY""","""SM250063""","""Balanta""",-16,12
"""ETHNICITY""","""SM250063""","""Balanta""",-15.56,13.24
"""ETHNICITY""","""SM250064""","""Bali (DRC)""",27,1
"""ETHNICITY""","""SM250064""","""Bali (DRC)""",27,1
"""ETHNICITY""","""SM250064""","""Bali (DRC)""",22.33,3.34
"""ETHNICITY""","""SM251356""","""//Xegwi""",30.23,-26.28
"""ETHNICITY""","""SM250066""","""Bamilike-Central""",10,5
"""ETHNICITY""","""SM250066""","""Bamilike-Central""",10,5
"""ETHNICITY""","""SM250066""","""Bamilike-Central""",10,5
"""ETHNICITY""","""SM250066""","""Bamilike-Central""",7.24,4.63
"""ETHNICITY""","""SM250067""","""Bamoun""",10.8,5.5
"""ETHNICITY""","""SM250067""","""Bamoun""",11,6
"""ETHNICITY""","""SM250067""","""Bamoun""",11,6
"""ETHNICITY""","""SM250067""","""Bamoun""",11.9,4.35
"""ETHNICITY""","""SM250068""","""Banda""",22,7
"""ETHNICITY""","""SM250068""","""Banda""",22,7
"""ETHNICITY""","""SM250068""","""Banda""",22,7
"""ETHNICITY""","""SM250068""","""Banda""",14.16,3.26
"""ETHNICITY""","""SM250069""","""Yangere""",18.57,4.7
"""ETHNICITY""","""SM250070""","""Bandobo""",10,6
"""ETHNICITY""","""SM250070""","""Bandobo""",10,6
"""ETHNICITY""","""SM250071""","""Gbandi""",-10,8
"""ETHNICITY""","""SM250071""","""Gbandi""",-10,8
"""ETHNICITY""","""SM250071""","""Gbandi""",-8.93,8.94
"""ETHNICITY""","""SM250074""","""Bangala""",18,1
"""ETHNICITY""","""SM250074""","""Bangala""",18,1
"""ETHNICITY""","""SM250074""","""Bangala""",18.48,1.44
"""ETHNICITY""","""SM250076""","""Baoule""",-5,8
"""ETHNICITY""","""SM250076""","""Baoule""",-5,8
"""ETHNICITY""","""SM250076""","""Baoule""",-2.77,7.33
"""ETHNICITY""","""SM250077""","""Barambu""",27,4
"""ETHNICITY""","""SM250077""","""Barambu""",27,4
"""ETHNICITY""","""SM250078""","""Bara""",45.31,-22.54
"""ETHNICITY""","""SM250079""","""Ittu""",39.25,7.73
"""ETHNICITY""","""SM250080""","""Bari""",32,5
"""ETHNICITY""","""SM250080""","""Bari""",32,5
"""ETHNICITY""","""SM250080""","""Bari""",32,5
"""ETHNICITY""","""SM250080""","""Bari""",31.57,4.83
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",7,8
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",10.86,3.91
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",8,8
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",7,8
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",7,8
"""ETHNICITY""","""SM250081""","""Bassa (Nigeria)""",8,8
"""ETHNICITY""","""SM250082""","""Bassari""",-13,12
"""ETHNICITY""","""SM250082""","""Bassari""",-13,12
"""ETHNICITY""","""SM250082""","""Bassari""",-13.25,14.12
"""ETHNICITY""","""SM250083""","""Batanga""",10,3
"""ETHNICITY""","""SM250083""","""Batanga""",10,2
"""ETHNICITY""","""SM250083""","""Batanga""",10,2
"""ETHNICITY""","""SM250083""","""Batanga""",10.03,2.86
"""ETHNICITY""","""SM250084""","""Bata""",13,10
"""ETHNICITY""","""SM250084""","""Bata""",13,10
"""ETHNICITY""","""SM250085""","""Hemat""",20,11
"""ETHNICITY""","""SM250085""","""Hemat""",20,11
"""ETHNICITY""","""SM250088""","""Koro (Nigeria)""",8,8
"""ETHNICITY""","""SM250088""","""Koro (Nigeria)""",6.67,13.02
"""ETHNICITY""","""SM250088""","""Koro (Nigeria)""",8,18
"""ETHNICITY""","""SM250088""","""Koro (Nigeria)""",6.67,13.02
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",30.5,-10.5
"""ETHNICITY""","""SM250089""","""Bemba""",31,-11
"""ETHNICITY""","""SM250089""","""Bemba""",31.73,-11.95
"""ETHNICITY""","""SM250090""","""Yungur""",12,10
"""ETHNICITY""","""SM250090""","""Yungur""",12,10
"""ETHNICITY""","""SM250091""","""Bena""",36,-9
"""ETHNICITY""","""SM250091""","""Bena""",36,-9
"""ETHNICITY""","""SM250091""","""Bena""",34.92,-6.31
"""ETHNICITY""","""SM250092""","""Lulua""",23,-6
"""ETHNICITY""","""SM250092""","""Lulua""",23,-6
"""ETHNICITY""","""SM250092""","""Lulua""",20.84,-5.74
"""ETHNICITY""","""SM250094""","""Bende""",31,-7
"""ETHNICITY""","""SM250094""","""Bende""",31,-7
"""ETHNICITY""","""SM250094""","""Bende""",30.45,-6.88
"""ETHNICITY""","""SM250095""","""Beni-Amar""",36,21
"""ETHNICITY""","""SM250095""","""Beni-Amar""",38,18
"""ETHNICITY""","""SM250095""","""Beni-Amar""",38,18
"""ETHNICITY""","""SM250095""","""Beni-Amar""",36.9,15.6
"""ETHNICITY""","""SM250096""","""Berom""",9,10
"""ETHNICITY""","""SM250096""","""Berom""",9,10
"""ETHNICITY""","""SM250096""","""Berom""",10.63,10.88
"""ETHNICITY""","""SM250097""","""Jebelawi""",32.43,11.54
"""ETHNICITY""","""SM250099""","""Bete""",-7,6
"""ETHNICITY""","""SM250099""","""Bete""",-7,6
"""ETHNICITY""","""SM250099""","""Bete""",-7,6
"""ETHNICITY""","""SM250099""","""Bete""",-5.12,5.74
"""ETHNICITY""","""SM250101""","""Betsileo""",47,-22
"""ETHNICITY""","""SM250101""","""Betsileo""",47,-22
"""ETHNICITY""","""SM250101""","""Betsileo""",46.22,-20.74
"""ETHNICITY""","""SM250102""","""Biafada""",-15,12
"""ETHNICITY""","""SM250102""","""Biafada""",-15,12
"""ETHNICITY""","""SM250103""","""Bijogo""",-16.15,11.1
"""ETHNICITY""","""SM250103""","""Bijogo""",-16.15,11.1
"""ETHNICITY""","""SM250103""","""Bijogo""",-16.15,11.1
"""ETHNICITY""","""SM250104""","""Forest Bira""",29,1
"""ETHNICITY""","""SM250104""","""Forest Bira""",29,1
"""ETHNICITY""","""SM250105""","""Bilin""",38.75,15.75
