label,CMID,CMName,long,lat
"""LANGUAGE""","""SM228567""","""Chadian Arabic""",13.5,14.67
"""LANGUAGE""","""SM228570""","""Chagatai""",57.8876,38.2115
"""LANGUAGE""","""SM228570""","""Chagatai""",57.8876,38.2115
"""LANGUAGE""","""SM228579""","""Chaima""",-63.1034,9.2126
"""LANGUAGE""","""SM228579""","""Chaima""",-63.1034,9.2126
"""LANGUAGE""","""SM228580""","""Chairel""",93.8664,24.3044
"""LANGUAGE""","""SM228580""","""Chairel""",93.8664,24.3044
"""LANGUAGE""","""SM228583""","""Chakma""",92.339,23.0015
"""LANGUAGE""","""SM228583""","""Chakma""",92.339,23.0015
"""LANGUAGE""","""SM228586""","""Chak""",92.5953,21.4134
"""LANGUAGE""","""SM228586""","""Chak""",92.5953,21.4134
"""LANGUAGE""","""SM228587""","""Chakali""",-1.9018,9.8345
"""LANGUAGE""","""SM228587""","""Chakali""",-1.9018,9.8345
"""LANGUAGE""","""SM228591""","""Jakato""",9.5031,9.0447
"""LANGUAGE""","""SM228591""","""Jakato""",9.5031,9.0447
"""LANGUAGE""","""SM228597""","""Chalikha""",91.262,27.3231
"""LANGUAGE""","""SM228597""","""Chalikha""",91.262,27.3231
"""LANGUAGE""","""SM228599""","""Chala""",0.509,8.0009
"""LANGUAGE""","""SM228599""","""Chala""",0.509,8.0009
"""LANGUAGE""","""SM228600""","""Chalon""",-121.1513,36.3746
"""LANGUAGE""","""SM228600""","""Chalon""",-121.1513,36.3746
"""LANGUAGE""","""SM228601""","""Chaldean Neo-Aramaic""",43.5027,37.0972
"""LANGUAGE""","""SM228601""","""Chaldean Neo-Aramaic""",43.5027,37.0972
"""LANGUAGE""","""SM228603""","""Chambeali""",76.1796,32.5476
"""LANGUAGE""","""SM228603""","""Chambeali""",76.1796,32.5476
"""LANGUAGE""","""SM228605""","""Chamalal""",45.995,42.5024
"""LANGUAGE""","""SM228605""","""Chamalal""",45.995,42.5024
"""LANGUAGE""","""SM228608""","""Chamorro""",144.7447,13.438
"""LANGUAGE""","""SM228608""","""Chamorro""",144.7447,13.438
"""LANGUAGE""","""SM228609""","""Chambri""",143.097,-4.2783
"""LANGUAGE""","""SM228609""","""Chambri""",143.097,-4.2783
"""LANGUAGE""","""SM228611""","""Chamacoco""",-58.2005,-20.5899
"""LANGUAGE""","""SM228611""","""Chamacoco""",-58.2005,-20.5899
"""LANGUAGE""","""SM228614""","""Chamicuro""",-75.6778,-5.1149
"""LANGUAGE""","""SM228614""","""Chamicuro""",-75.6778,-5.1149
"""LANGUAGE""","""SM228617""","""Chamari""",79.6232,21.3532
"""LANGUAGE""","""SM228617""","""Chamari""",79.6232,21.3532
"""LANGUAGE""","""SM228626""","""Chaná""",-57.78,-33.69
"""LANGUAGE""","""SM228626""","""Chaná""",-57.78,-33.69
"""LANGUAGE""","""SM228630""","""Changthang""",78.2389,34.0662
"""LANGUAGE""","""SM228630""","""Changthang""",78.2389,34.0662
"""LANGUAGE""","""SM228631""","""Chantyal""",83.4488,28.684
"""LANGUAGE""","""SM228631""","""Chantyal""",83.4488,28.684
"""LANGUAGE""","""SM228634""","""Chang Naga""",94.9536,26.4336
"""LANGUAGE""","""SM228634""","""Chang Naga""",94.9536,26.4336
"""LANGUAGE""","""SM228640""","""Changriwa""",143.696,-4.2836
"""LANGUAGE""","""SM228640""","""Changriwa""",143.696,-4.2836
"""DIALECT""","""SM228643""","""Chané""",-62.638,-18.186
"""DIALECT""","""SM228643""","""Chané""",-63.9865,-22.5474
"""LANGUAGE""","""SM228644""","""Changuena""",-82.5682,9.3596
"""LANGUAGE""","""SM228644""","""Changuena""",-82.5682,9.3596
"""DIALECT""","""SM228646""","""Changsha""",112.9433,28.8503
"""DIALECT""","""SM228646""","""Changsha""",112.9433,28.8503
"""DIALECT""","""SM228647""","""Channel Islands English""",-2.3625,49.4259
"""DIALECT""","""SM228649""","""Chaozhou""",116.6333,23.6667
"""DIALECT""","""SM228649""","""Chaozhou""",116.6333,23.6667
"""LANGUAGE""","""SM228652""","""Chapakura""",-62.2,-14.8
"""LANGUAGE""","""SM228652""","""Chapakura""",-62.2,-14.8
"""LANGUAGE""","""SM228656""","""Charrúa""",-56.16,-34.9
"""LANGUAGE""","""SM228656""","""Charrúa""",-56.16,-34.9
"""LANGUAGE""","""SM228659""","""Chara""",36.4192,6.6395
"""LANGUAGE""","""SM228659""","""Chara""",36.4192,6.6395
"""LANGUAGE""","""SM228663""","""Chashan""",98.75,26.1
"""LANGUAGE""","""SM228663""","""Chashan""",98.75,26.1
"""LANGUAGE""","""SM228666""","""San Juan Quiahije Chatino Sign Language""",-97.3167,16.3
"""LANGUAGE""","""SM228666""","""San Juan Quiahije Chatino Sign Language""",-97.3167,16.3
"""LANGUAGE""","""SM228668""","""Chaura""",93.0331,8.4575
"""LANGUAGE""","""SM228668""","""Chaura""",93.0331,8.4575
"""LANGUAGE""","""SM228669""","""Chaudangsi""",80.4832,29.7033
"""LANGUAGE""","""SM228669""","""Chaudangsi""",80.4832,29.7033
"""LANGUAGE""","""SM228672""","""Chaungtha""",96.2457,20.0653
"""LANGUAGE""","""SM228672""","""Chaungtha""",96.2457,20.0653
"""LANGUAGE""","""SM228673""","""Chavacano""",122.1885,7.435
"""LANGUAGE""","""SM228673""","""Chavacano""",122.1885,7.435
"""LANGUAGE""","""SM228675""","""Shawi""",-76.8252,-5.6376
"""LANGUAGE""","""SM228675""","""Shawi""",-76.8252,-5.6376
"""LANGUAGE""","""SM228676""","""Chayuco Mixtec""",-97.83,16.42
"""LANGUAGE""","""SM228676""","""Chayuco Mixtec""",-97.83,16.42
"""LANGUAGE""","""SM228678""","""Chazumba Mixtec""",-97.7873,18.1541
"""LANGUAGE""","""SM228678""","""Chazumba Mixtec""",-97.7873,18.1541
"""LANGUAGE""","""SM228680""","""Chechen""",45.5,43.5
"""LANGUAGE""","""SM228680""","""Chechen""",45.5,43.5
"""LANGUAGE""","""SM228682""","""Che""",8.6702,10.0031
"""LANGUAGE""","""SM228682""","""Che""",8.6702,10.0031
"""LANGUAGE""","""SM228683""","""Cheke Holo""",159.625,-8.2706
"""LANGUAGE""","""SM228683""","""Cheke Holo""",159.625,-8.2706
"""DIALECT:LANGUAGE""","""SM228686""","""Chemehuevi""",-116.4384,35.3561
"""DIALECT:LANGUAGE""","""SM228686""","""Chemehuevi""",-116.4384,35.3561
"""LANGUAGE""","""SM228687""","""Chenchu""",79.2534,15.8787
"""LANGUAGE""","""SM228687""","""Chenchu""",79.2534,15.8787
"""LANGUAGE""","""SM228690""","""Chenapian""",142.317,-4.2515
"""LANGUAGE""","""SM228690""","""Chenapian""",142.317,-4.2515
"""LANGUAGE""","""SM228692""","""Western Algerian Berber""",2.199,36.5917
"""LANGUAGE""","""SM228692""","""Western Algerian Berber""",2.199,36.5917
"""DIALECT""","""SM228693""","""Chengdu Mandarin""",103.971,30.6058
"""DIALECT""","""SM228693""","""Chengdu Mandarin""",103.971,30.6058
"""LANGUAGE""","""SM228697""","""Chepya""",101.7501,22.1749
"""LANGUAGE""","""SM228697""","""Chepya""",101.7501,22.1749
"""LANGUAGE""","""SM228699""","""Chepang""",84.9017,27.7206
"""LANGUAGE""","""SM228699""","""Chepang""",84.9017,27.7206
"""LANGUAGE""","""SM228701""","""Cherepon""",-0.1096,6.0539
"""LANGUAGE""","""SM228701""","""Cherepon""",-0.1096,6.0539
"""LANGUAGE""","""SM228703""","""Cherokee""",-83.163,35.4664
"""LANGUAGE""","""SM228703""","""Cherokee""",-83.163,35.4664
"""LANGUAGE""","""SM228704""","""Chesu""",101.98,24.05
"""LANGUAGE""","""SM228704""","""Chesu""",101.98,24.05
"""LANGUAGE""","""SM228706""","""Chetco""",-124.376,42.6864
"""LANGUAGE""","""SM228706""","""Chetco""",-124.376,42.6864
"""LANGUAGE""","""SM228707""","""Chewong""",102.081,3.8333
"""LANGUAGE""","""SM228707""","""Chewong""",102.081,3.8333
"""LANGUAGE""","""SM228709""","""Cheyenne""",-106.659,45.5321
"""LANGUAGE""","""SM228709""","""Cheyenne""",-106.659,45.5321
"""LANGUAGE""","""SM228711""","""Chhattisgarhi""",82.0483,20.3601
"""LANGUAGE""","""SM228711""","""Chhattisgarhi""",82.0483,20.3601
"""LANGUAGE""","""SM228716""","""Chintang""",87.1899,26.961
"""LANGUAGE""","""SM228716""","""Chintang""",87.1899,26.961
"""LANGUAGE""","""SM228718""","""Chhulung""",87.2133,26.9107
"""LANGUAGE""","""SM228718""","""Chhulung""",87.2133,26.9107
"""LANGUAGE""","""SM228719""","""Chiangmai Sign Language""",99.039,18.8629
"""LANGUAGE""","""SM228719""","""Chiangmai Sign Language""",99.039,18.8629
"""LANGUAGE""","""SM228722""","""Chiapanec""",-91.9417,16.6562
"""LANGUAGE""","""SM228722""","""Chiapanec""",-91.9417,16.6562
"""LANGUAGE""","""SM228727""","""Chibcha""",-74.1666,6.25
"""LANGUAGE""","""SM228727""","""Chibcha""",-74.1666,6.25
"""LANGUAGE""","""SM228731""","""Chickasaw""",-88,34
"""LANGUAGE""","""SM228731""","""Chickasaw""",-88,34
"""LANGUAGE""","""SM228732""","""Chicomuceltec""",-91.2869,15.6078
"""LANGUAGE""","""SM228732""","""Chicomuceltec""",-91.2869,15.6078
"""LANGUAGE""","""SM228733""","""Chichimeca-Jonaz""",-100.524,21.2943
"""LANGUAGE""","""SM228733""","""Chichimeca-Jonaz""",-100.524,21.2943
"""LANGUAGE""","""SM228734""","""Chicahuaxtla Triqui""",-97.8547,17.1628
"""LANGUAGE""","""SM228734""","""Chicahuaxtla Triqui""",-97.8547,17.1628
"""LANGUAGE""","""SM228735""","""Chichicapan Zapotec""",-96.5486,16.8459
"""LANGUAGE""","""SM228735""","""Chichicapan Zapotec""",-96.5486,16.8459
"""LANGUAGE""","""SM228737""","""Chiga""",29.9122,-1.0439
"""LANGUAGE""","""SM228737""","""Chiga""",29.9122,-1.0439
"""LANGUAGE""","""SM228738""","""Chigmecatitlán Mixtec""",-98.1046,18.6303
"""LANGUAGE""","""SM228738""","""Chigmecatitlán Mixtec""",-98.1046,18.6303
"""LANGUAGE""","""SM228748""","""Chilean Sign Language""",-70.6698,-32.781
"""LANGUAGE""","""SM228748""","""Chilean Sign Language""",-70.6698,-32.781
"""LANGUAGE""","""SM228749""","""Chilisso""",73.3344,35.2494
"""LANGUAGE""","""SM228749""","""Chilisso""",73.3344,35.2494
"""LANGUAGE""","""SM228754""","""Chilcotin""",-123.2446,51.9895
"""LANGUAGE""","""SM228754""","""Chilcotin""",-123.2446,51.9895
"""LANGUAGE""","""SM228756""","""Chiltepec Chinantec""",-96.2183,18.0606
"""LANGUAGE""","""SM228756""","""Chiltepec Chinantec""",-96.2183,18.0606
"""LANGUAGE""","""SM228757""","""Chilean Quechua""",-67.7604,-23.7036
"""LANGUAGE""","""SM228757""","""Chilean Quechua""",-67.7604,-23.7036
"""LANGUAGE""","""SM228763""","""Chimalapa Zoque""",-94.6913,16.6543
"""LANGUAGE""","""SM228763""","""Chimalapa Zoque""",-94.6913,16.6543
"""LANGUAGE""","""SM228764""","""Chimariko""",-123,41
"""LANGUAGE""","""SM228764""","""Chimariko""",-123,41
"""LANGUAGE""","""SM228765""","""Bolivar-North Chimborazo Highland Quichua""",-78.8521,-1.3673
"""LANGUAGE""","""SM228765""","""Bolivar-North Chimborazo Highland Quichua""",-78.8521,-1.3673
"""LANGUAGE""","""SM228766""","""Chimila""",-74.2559,10.1902
"""LANGUAGE""","""SM228766""","""Chimila""",-74.2559,10.1902
"""LANGUAGE""","""SM228767""","""Chimakum""",-123.1392,47.9146
"""LANGUAGE""","""SM228767""","""Chimakum""",-123.1392,47.9146
"""FAMILY""","""SM228768""","""Chimakuan""",-123.079,47.632
"""FAMILY""","""SM228768""","""Chimakuan""",-123.079,47.632
"""LANGUAGE""","""SM228769""","""Chimwiini""",44.027,1.1118
"""LANGUAGE""","""SM228769""","""Chimwiini""",44.027,1.1118
"""LANGUAGE""","""SM228770""","""Chinese Pidgin English""",166.926,-0.5322
"""LANGUAGE""","""SM228770""","""Chinese Pidgin English""",166.926,-0.5322
"""LANGUAGE""","""SM228771""","""Creolized Grand Ronde Chinook Jargon""",-125,55
"""LANGUAGE""","""SM228771""","""Creolized Grand Ronde Chinook Jargon""",-125,55
"""LANGUAGE""","""SM228772""","""Chinese Sign Language""",121.569,30.9063
"""LANGUAGE""","""SM228772""","""Chinese Sign Language""",121.569,30.9063
"""LANGUAGE""","""SM228773""","""Clatsop-Shoalwater Chinook""",-119.166,45.1729
"""LANGUAGE""","""SM228773""","""Clatsop-Shoalwater Chinook""",-119.166,45.1729
"""LANGUAGE""","""SM228776""","""Chinali""",76.961,32.555
"""LANGUAGE""","""SM228776""","""Chinali""",76.961,32.555
"""LANGUAGE""","""SM228777""","""China Buriat""",117.786,48.7593
"""LANGUAGE""","""SM228777""","""China Buriat""",117.786,48.7593
"""LANGUAGE""","""SM228779""","""Chinbon Chin""",94.0506,20.0776
"""LANGUAGE""","""SM228779""","""Chinbon Chin""",94.0506,20.0776
"""LANGUAGE""","""SM228784""","""Chincha Quechua""",-75.649,-12.85
"""LANGUAGE""","""SM228784""","""Chincha Quechua""",-75.649,-12.85
"""LANGUAGE""","""SM228794""","""Chipiajes""",-71.1667,3.0833
"""LANGUAGE""","""SM228794""","""Chipiajes""",-71.1667,3.0833
"""LANGUAGE""","""SM228795""","""Chippewa""",-94.2738,47.347
"""LANGUAGE""","""SM228795""","""Chippewa""",-94.2738,47.347
"""LANGUAGE""","""SM228797""","""Chipewyan""",-104.44,58.98
"""LANGUAGE""","""SM228797""","""Chipewyan""",-104.44,58.98
"""LANGUAGE""","""SM228798""","""Chipaya""",-67.8963,-18.7395
"""LANGUAGE""","""SM228798""","""Chipaya""",-67.8963,-18.7395
"""LANGUAGE""","""SM228799""","""Lomeriano-Ignaciano Chiquitano""",-61.8178,-16.7696
"""LANGUAGE""","""SM228799""","""Lomeriano-Ignaciano Chiquitano""",-61.8178,-16.7696
"""LANGUAGE""","""SM228800""","""Chiquián Ancash Quechua""",-77.4152,-10.1831
"""LANGUAGE""","""SM228800""","""Chiquián Ancash Quechua""",-77.4152,-10.1831
"""LANGUAGE""","""SM228801""","""Chiquihuitlán Mazatec""",-96.6659,18.0541
"""LANGUAGE""","""SM228801""","""Chiquihuitlán Mazatec""",-96.6659,18.0541
"""LANGUAGE""","""SM228804""","""Chiru""",94.4072,25.4643
"""LANGUAGE""","""SM228804""","""Chiru""",94.4072,25.4643
"""LANGUAGE""","""SM228805""","""Chirag""",47.4111,41.8695
"""LANGUAGE""","""SM228805""","""Chirag""",47.4111,41.8695
"""LANGUAGE""","""SM228807""","""Chiripá""",-55.051,-25.6521
"""LANGUAGE""","""SM228807""","""Chiripá""",-55.051,-25.6521
"""LANGUAGE""","""SM228811""","""Chiriva""",-66.3,-13.5
"""LANGUAGE""","""SM228811""","""Chiriva""",-66.3,-13.5
"""LANGUAGE""","""SM228813""","""Chiriqui Sign Languages""",-82.4093,8.3981
"""LANGUAGE""","""SM228813""","""Chiriqui Sign Languages""",-82.4093,8.3981
"""LANGUAGE""","""SM228817""","""Chitimacha""",-90.9123,30.3386
"""LANGUAGE""","""SM228817""","""Chitimacha""",-90.9123,30.3386
"""LANGUAGE""","""SM228818""","""Chitwania Tharu""",84.4082,27.5825
"""LANGUAGE""","""SM228818""","""Chitwania Tharu""",84.4082,27.5825
"""LANGUAGE""","""SM228819""","""Chittagonian""",93.1695,20.831
"""LANGUAGE""","""SM228819""","""Chittagonian""",93.1695,20.831
"""LANGUAGE""","""SM228822""","""Chitkuli Kinnauri""",78.5287,31.2965
"""LANGUAGE""","""SM228822""","""Chitkuli Kinnauri""",78.5287,31.2965
"""LANGUAGE""","""SM228829""","""Choapan Zapotec""",-95.8656,17.4371
"""LANGUAGE""","""SM228829""","""Choapan Zapotec""",-95.8656,17.4371
"""LANGUAGE""","""SM228830""","""Chocangacakha""",91.2195,27.4696
"""LANGUAGE""","""SM228830""","""Chocangacakha""",91.2195,27.4696
"""LANGUAGE""","""SM228831""","""Choctaw""",-88.5,32.25
"""LANGUAGE""","""SM228831""","""Choctaw""",-88.5,32.25
"""LANGUAGE""","""SM228833""","""Chochotec""",-97.2388,17.666
"""LANGUAGE""","""SM228833""","""Chochotec""",-97.2388,17.666
"""LANGUAGE""","""SM228837""","""Chodri""",73.5283,20.8803
"""LANGUAGE""","""SM228837""","""Chodri""",73.5283,20.8803
"""LANGUAGE""","""SM228842""","""Chokri Naga""",94.2887,25.5636
"""LANGUAGE""","""SM228842""","""Chokri Naga""",94.2887,25.5636
"""LANGUAGE""","""SM228844""","""Chokwe""",21.3992,-9.6608
"""LANGUAGE""","""SM228844""","""Chokwe""",21.3992,-9.6608
"""DIALECT""","""SM228849""","""Jollado""",126.84,35.14
"""DIALECT""","""SM228849""","""Jollado""",126.84,35.14
"""LANGUAGE""","""SM228851""","""Chol""",-92.4698,17.4897
"""LANGUAGE""","""SM228851""","""Chol""",-92.4698,17.4897
"""LANGUAGE""","""SM228852""","""Cholti""",-89,15.5
"""LANGUAGE""","""SM228852""","""Cholti""",-89,15.5
"""LANGUAGE""","""SM228853""","""Cholón""",-75.9621,-9.2313
"""LANGUAGE""","""SM228853""","""Cholón""",-75.9621,-9.2313
"""LANGUAGE""","""SM228854""","""Chol, Tila""",-92.47,17.49
"""LANGUAGE""","""SM228857""","""Chono""",-73.8794,-44.2987
"""LANGUAGE""","""SM228857""","""Chono""",-73.8794,-44.2987
"""LANGUAGE""","""SM228858""","""Chong of Chanthaburi""",102.514,12.5218
"""LANGUAGE""","""SM228858""","""Chong of Chanthaburi""",102.514,12.5218
"""LANGUAGE""","""SM228859""","""Choni""",99.8255,27.7552
"""LANGUAGE""","""SM228859""","""Choni""",99.8255,27.7552
"""LANGUAGE""","""SM228861""","""Chonyi-Dzihana-Kauma""",38.672,-6.518
"""LANGUAGE""","""SM228861""","""Chonyi-Dzihana-Kauma""",38.672,-6.518
"""LANGUAGE""","""SM228865""","""Chopi""",34.1097,-24.8327
"""LANGUAGE""","""SM228865""","""Chopi""",34.1097,-24.8327
"""LANGUAGE""","""SM228868""","""Chortí""",-89.2363,14.818
"""LANGUAGE""","""SM228868""","""Chortí""",-89.2363,14.818
"""LANGUAGE""","""SM228870""","""Chorotega""",-85.1228,10.8154
"""LANGUAGE""","""SM228870""","""Chorotega""",-85.1228,10.8154
"""LANGUAGE""","""SM228873""","""Chothe""",94.2408,24.3722
"""LANGUAGE""","""SM228873""","""Chothe""",94.2408,24.3722
"""LANGUAGE""","""SM228876""","""Chrau""",107.293,10.8021
"""LANGUAGE""","""SM228876""","""Chrau""",107.293,10.8021
"""LANGUAGE""","""SM228884""","""Chru""",108.529,11.6625
"""LANGUAGE""","""SM228884""","""Chru""",108.529,11.6625
"""LANGUAGE""","""SM228888""","""Chuave""",145.139,-6.1782
"""LANGUAGE""","""SM228888""","""Chuave""",145.139,-6.1782
"""LANGUAGE""","""SM228890""","""Chuanqiandian Cluster Miao""",101.95,22.5638
"""LANGUAGE""","""SM228890""","""Chuanqiandian Cluster Miao""",101.95,22.5638
"""LANGUAGE""","""SM228892""","""Duhumbi""",92.2256,27.4178
"""LANGUAGE""","""SM228892""","""Duhumbi""",92.2256,27.4178
"""LANGUAGE""","""SM228896""","""Chuj""",-91.76,15.8399
"""LANGUAGE""","""SM228896""","""Chuj""",-91.76,15.8399
"""LANGUAGE""","""SM228899""","""Chukwa""",86.9824,27.358
"""LANGUAGE""","""SM228899""","""Chukwa""",86.9824,27.358
"""LANGUAGE""","""SM228902""","""Chukchi""",170.045,68.6436
"""LANGUAGE""","""SM228902""","""Chukchi""",170.045,68.6436
"""LANGUAGE""","""SM228903""","""Chuka""",37.6116,-0.2741
"""LANGUAGE""","""SM228903""","""Chuka""",37.6116,-0.2741
"""LANGUAGE""","""SM228904""","""Chulym Turkic""",89.5541,54.3209
"""LANGUAGE""","""SM228904""","""Chulym Turkic""",89.5541,54.3209
"""LANGUAGE""","""SM228906""","""Chumburung""",-0.2755,8.1521
"""LANGUAGE""","""SM228906""","""Chumburung""",-0.2755,8.1521
"""DIALECT""","""SM228912""","""Ch'ungch'ongdo""",127.31,36.63
"""DIALECT""","""SM228912""","""Ch'ungch'ongdo""",127.31,36.63
"""LANGUAGE""","""SM228916""","""Church Slavic""",22.8442,43.7171
"""LANGUAGE""","""SM228916""","""Church Slavic""",22.8442,43.7171
"""LANGUAGE""","""SM228917""","""Churahi""",76.1124,32.8969
"""LANGUAGE""","""SM228917""","""Churahi""",76.1124,32.8969
"""LANGUAGE""","""SM228922""","""Chut""",105.773,17.6819
"""LANGUAGE""","""SM228922""","""Chut""",105.773,17.6819
"""LANGUAGE""","""SM228926""","""Chuukese""",151.5986,7.347
"""LANGUAGE""","""SM228926""","""Chuukese""",151.5986,7.347
"""LANGUAGE""","""SM228927""","""Chuvash""",47.163,55.487
"""LANGUAGE""","""SM228927""","""Chuvash""",47.163,55.487
"""LANGUAGE""","""SM228928""","""Chuvantsy""",167.96,65.17
"""LANGUAGE""","""SM228929""","""Chuwabu""",37.1231,-17.3428
"""LANGUAGE""","""SM228929""","""Chuwabu""",37.1231,-17.3428
"""LANGUAGE""","""SM228934""","""Cia-Cia""",122.791,-5.6829
"""LANGUAGE""","""SM228934""","""Cia-Cia""",122.791,-5.6829
"""LANGUAGE""","""SM228935""","""Cibak""",12.902,10.8977
"""LANGUAGE""","""SM228935""","""Cibak""",12.902,10.8977
"""LANGUAGE""","""SM228936""","""Cicipu""",5.5407,11.0417
"""LANGUAGE""","""SM228936""","""Cicipu""",5.5407,11.0417
"""LANGUAGE""","""SM228940""","""Ci Gbe""",2.0213,6.8422
"""LANGUAGE""","""SM228940""","""Ci Gbe""",2.0213,6.8422
"""LANGUAGE""","""SM228943""","""Cimbrian""",11.324,45.921
"""LANGUAGE""","""SM228943""","""Cimbrian""",11.4286,46.8777
"""LANGUAGE""","""SM228946""","""Cinamiguin Manobo""",124.721,9.1793
"""LANGUAGE""","""SM228946""","""Cinamiguin Manobo""",124.721,9.1793
"""LANGUAGE""","""SM228948""","""Yara""",5.8421,10.3419
"""LANGUAGE""","""SM228948""","""Yara""",5.8421,10.3419
"""LANGUAGE""","""SM228950""","""Cineni""",13.8187,11.1319
"""LANGUAGE""","""SM228950""","""Cineni""",13.8187,11.1319
"""LANGUAGE""","""SM228951""","""Cinta Larga""",-60.8312,-10.5879
"""LANGUAGE""","""SM228951""","""Cinta Larga""",-60.8312,-10.5879
"""DIALECT""","""SM228955""","""Cirebon Javanese""",108.538,-6.7453
"""DIALECT""","""SM228955""","""Cirebon Javanese""",108.538,-6.7453
"""LANGUAGE""","""SM228956""","""Cisalpine Gaulish""",8.93,45.2
"""LANGUAGE""","""SM228956""","""Cisalpine Gaulish""",8.93,45.2
"""LANGUAGE""","""SM228958""","""Western-Kambari-Cishingini""",4.4856,9.8846
"""LANGUAGE""","""SM228958""","""Western-Kambari-Cishingini""",4.4856,9.8846
"""LANGUAGE""","""SM228960""","""Citak""",139.461,-5.5828
"""LANGUAGE""","""SM228960""","""Citak""",139.461,-5.5828
"""LANGUAGE""","""SM228964""","""Ciwogai""",9.8856,10.8881
"""LANGUAGE""","""SM228964""","""Ciwogai""",9.8856,10.8881
"""DIALECT""","""SM228966""","""Colloquial Jakarta Indonesian""",106.8481,-6.2772
"""DIALECT""","""SM228966""","""Colloquial Jakarta Indonesian""",106.8481,-6.2772
"""LANGUAGE""","""SM228968""","""Clallam""",-123.511,48.0707
"""LANGUAGE""","""SM228968""","""Clallam""",-123.511,48.0707
"""LANGUAGE""","""SM228969""","""Classical-Middle Armenian""",41.3464,38.5923
"""LANGUAGE""","""SM228969""","""Classical-Middle Armenian""",41.3464,38.5923
"""LANGUAGE""","""SM228970""","""Classical Nahuatl""",-96.97,19.72
"""LANGUAGE""","""SM228970""","""Classical Nahuatl""",-96.97,19.72
"""LANGUAGE""","""SM228971""","""Classical Quechua""",-76.5,-10
"""LANGUAGE""","""SM228971""","""Classical Quechua""",-76.5,-10
"""LANGUAGE""","""SM228972""","""Classical Syriac""",42.1432,37.1129
"""LANGUAGE""","""SM228972""","""Classical Syriac""",42.1432,37.1129
"""LANGUAGE""","""SM228973""","""Classical Mandaic""",49.5659,36.1203
"""LANGUAGE""","""SM228973""","""Classical Mandaic""",49.5659,36.1203
"""LANGUAGE""","""SM228974""","""Classical Tibetan""",92.01,29.24
"""LANGUAGE""","""SM228974""","""Classical Tibetan""",92.01,29.24
"""LANGUAGE""","""SM228978""","""C'lela""",5.2654,11.4653
"""LANGUAGE""","""SM228978""","""C'lela""",5.2654,11.4653
"""LANGUAGE""","""SM228980""","""Coahuilteco""",-97.89,28.2589
"""LANGUAGE""","""SM228980""","""Coahuilteco""",-97.89,28.2589
"""LANGUAGE""","""SM228983""","""Coastal Kadazan""",116.063,5.7707
"""LANGUAGE""","""SM228983""","""Coastal Kadazan""",116.063,5.7707
"""LANGUAGE""","""SM228984""","""Coastal Konjo""",120.304,-5.4153
"""LANGUAGE""","""SM228984""","""Coastal Konjo""",120.304,-5.4153
"""LANGUAGE""","""SM228990""","""Coast Miwok""",-122.994,38.3285
"""LANGUAGE""","""SM228990""","""Coast Miwok""",-122.994,38.3285
"""LANGUAGE""","""SM229008""","""Coatlán Mixe""",-95.4659,16.9404
"""LANGUAGE""","""SM229008""","""Coatlán Mixe""",-95.4659,16.9404
"""LANGUAGE""","""SM229010""","""Coatepec Nahuatl""",-99.7114,18.32
"""LANGUAGE""","""SM229010""","""Coatepec Nahuatl""",-99.7114,18.32
"""LANGUAGE""","""SM229011""","""Coatzospan Mixtec""",-96.7636,18.0487
"""LANGUAGE""","""SM229011""","""Coatzospan Mixtec""",-96.7636,18.0487
"""LANGUAGE""","""SM229013""","""Coatlán Zapotec""",-96.7683,16.1463
"""LANGUAGE""","""SM229013""","""Coatlán Zapotec""",-96.7683,16.1463
"""LANGUAGE""","""SM229014""","""Coatecas Altas Zapotec""",-96.7336,16.5609
"""LANGUAGE""","""SM229014""","""Coatecas Altas Zapotec""",-96.7336,16.5609
"""LANGUAGE""","""SM229018""","""Cocama-Cocamilla""",-74,-4.5
"""LANGUAGE""","""SM229018""","""Cocama-Cocamilla""",-74,-4.5
"""LANGUAGE""","""SM229023""","""Cochimi""",-114.077,29.04
"""LANGUAGE""","""SM229023""","""Cochimi""",-114.077,29.04
"""LANGUAGE""","""SM229026""","""Cocos Islands Malay""",96.8337,-12.1933
"""LANGUAGE""","""SM229026""","""Cocos Islands Malay""",96.8337,-12.1933
"""LANGUAGE""","""SM229027""","""Cocopa""",-114.848,32.376
"""LANGUAGE""","""SM229027""","""Cocopa""",-114.848,32.376
"""LANGUAGE""","""SM229029""","""Coeruna""",-70.5846,-1.0542
"""LANGUAGE""","""SM229029""","""Coeruna""",-74,5.5
"""LANGUAGE""","""SM229030""","""Coeur d'Alene""",-116.715,47.2958
"""LANGUAGE""","""SM229030""","""Coeur d'Alene""",-116.715,47.2958
"""LANGUAGE""","""SM229031""","""Cofán""",-77.0643,0.2767
"""LANGUAGE""","""SM229031""","""Cofán""",-77.0643,0.2767
"""LANGUAGE""","""SM229032""","""Cogui""",-73.8043,10.9485
"""LANGUAGE""","""SM229032""","""Cogui""",-73.8043,10.9485
"""DIALECT""","""SM229033""","""Coicoyán""",-98.2759,17.273
"""DIALECT""","""SM229033""","""Coicoyán""",-98.2759,17.273
"""LANGUAGE""","""SM229034""","""Colac""",143.4224,-38.4713
"""LANGUAGE""","""SM229034""","""Colac""",143.4224,-38.4713
"""LANGUAGE""","""SM229037""","""Col""",103.451,-3.5225
"""LANGUAGE""","""SM229037""","""Col""",103.451,-3.5225
